item,unit2,unit2_price
ANUSOL SUPP  X 12,FULL PACK,"2,600.00"
ANUSOL SUPP  X 24 [BLISTER] ,FULL PACK,"5,400.00"
APETABON SYR  200ML,BOTTLE,"1,650.00"
APETAMIN-P SYR  110ML,BOTTLE,"2,550.00"
APEX B.P MONITOR   X 1,PACK,"12,000.00"
APHAZOLE TABS 400MG X 20,FULL PACK,700
APPLE CEDAR SYR 946ML X 1,BOTTLE,"4,900.00"
APPLE CEDAR SYR X 1,BOTTLE,"3,300.00"
APPLE CEDAR TABS X 1,PACK,"2,050.00"
APPLE HAIR CREAM 200G,CAN,300
APPLE HAIR CREAM 300G,JAR,145
APPLEVET CREAM X 1,TUBE,170
APREDIN (HYDRALAZINE) INJ INJ 20MG,AMPOULES,115
APRESOLINE  25MG TAB X 100,JAR,"4,600.00"
APRESOLINE ASSENE INJ 1ML X 100,FULL PACK,"9,335.00"
APRICORT SCRUP TUBE 212G,TUBE,745
APRON X 1,PACK,550
APROSTAN EYE DROPS  X 1,BOTTLE,270
APROVASC TABS 150/10MG X 28,FULL PACK,"5,685.00"
APROVASC TABS 150MG/5MG X 28,FULL PACK,"6,479.00"
APROVASC TABS 300/10MG X 28,FULL PACK,"7,450.00"
APROVASC TABS 300/5MG X 28,FULL PACK,"6,800.00"
APROVEL TABS 150MG X 28,FULL PACK,"4,528.22"
APROVEL TABS 300MG X 28,FULL PACK,"5,870.00"
APTIZOOM SYR 200ML,BOTTLE,990
AQMSU (AZITHROMYCIN) CAPS 250MG,PACK,350
AQUA COOL BRUSH,PCS,95
AQUA FRESH 181.4G,TUBE,100
AQUA TEARS EYE DROPS 10ML X 1,PACK,1
AQUACEF SUSP 125MG 100ML,BOTTLE,"1,000.00"
AQUACLAV TABS 1G X 14,FULL PACK,"1,150.00"
AQUACLAV TABS 375MG X 14,FULL PACK,920
AQUACLAV X 14 CAPLET 625MG,PACK,"1,050.00"
AQUACLAV X 14 SUSP 228.5MG 100ML,BOTTLE,630
AQUAMAL SOFTGEL 80+480MG X 6,PACK,750
AQUAMAL TABS 80/480 X 6,PACK,430
AQUAMAL(BANANA) SUSP 60ML X 1,BOTTLE,440
AQUAMAL(ORANGE) SUSP 60ML,BOTTLE,440
AQUASULF OINTMENT 30MG X 12,FULL PACK,"4,975.00"
ARBITEL TABS 40H X 30,FULL PACK,"2,890.00"
ARBITEL TABS 80H X 30,FULL PACK,"3,540.00"
ARBITEL TABS 80MG X 30,FULL PACK,"3,430.00"
ARCOFAN X 6 TABS ,PACK,335
ARCOGIN CAPS  X 30,FULL PACK,"1,045.00"
ARENAX PLUS FORTE X 6 TABS 80/480,PACK,650
ARENAX PLUS TABS  X 12,PACK,310
ARENAX PLUS TABS  X 18,PACK,450
ARENAX PLUS TABS  X 24,PACK,460
ARENAX PLUS TABS  X 6,PACK,230
ARFU 12 PCS DINNER SET,PACK,"2,260.00"
ARIEL DETERGENT 1KG,PACK,655
ARIEL DETERGENT 250G,PACK,175
ARIEL DETERGENT 400G,PACK,340
ARIMIDEX TABS 1MG X 28,FULL PACK,"31,020.00"
ARIPIPRAZOLE (MILPHARM) TABS 10MG X 28,FULL PACK,"1,950.00"
ARISTOBET-N EYE OINTMENT X 1,PACK,670
ARISTOBET-N EYE/EAR DROPS 5ML,BOTTLE,640
ARISTOCAL D TABS 500MG/200IU X 50,FULL PACK,650
ARTEETHER INJ 150MG/2ML X 3,PACK,"1,450.00"
ARTEJECT INJ 40MG X 1,AMPOULES,280
ARTELIFE INJ 2ML/150MG X 3,PACK,630
ARTELUM (ADULT) TABS 40/240MG,PACK,480
ARTEMEF SYR  100ML,BOTTLE,495
ARTEMEF X 24 TABS,PACK,250
ARTEMEF X6 TABS 80/480MG X 1,PACK,610
ARTEMETHER CAPS ,PACK,200
ARTEMETHER INJ 80MG X 60 {LABETA} ,FULL PACK,"2,800.00"
ARTEMETHER L TABS 20/120 X 24,PACK,300
ARTEMETHER PLUS X 6 TABS ,PACK,365
ARTEMETHER(AXEMAL) INJ X 6,PACK,250
ARTEMETHER(BG) INJ 80MG X 60,FULL PACK,"2,060.00"
ARTEMETHER(CLARION) INJ  X 60,FULL PACK,"1,600.00"
ARTEMETHER(LION) INJ  X 60,FULL PACK,"2,400.00"
ARTEMETHER+ LUMEFANTRINE(FALMA ACT)  20+120MG X 18,PACK,310
ARTEMETHER+LUMEFANTRINE X 6 TABS 80MG/480MG [PACK] ,PACK,200
ARTEMETHER/LUM X 24 TABS 20MG/120MG,PACK,265
ARTEQUIK X6 TABS ,PACK,850
ARTEQUIN X 6 TABS  {ADULT} ,PACK,"1,510.00"
ARTEQUIN X 6 TABS  X 1 {CHILDREN} ,PACK,"1,250.00"
ARTERY FORCEP (SMALL),PACK,280
ARTERY FORCEPS (BIG),PACK,715
ARTERY FORCEPT  MEDIUM SIZE,PCS,455
ARTESMODA 1-6 POWDER  X 10,PACK,150
ARTESMODA LESS 1YEAR POWDER 25MG/75MG X 10,PACK,400
ARTESUN(ARTESUNATE) INJ 60MG,PACK,570
ARTESUNATE  SYR  100ML,BOTTLE,720
ARTESUNATE (WHITE P)  TABS 50MG,PACK,335
ARTESUNATE INJ 60MG X 6,FULL PACK,"4,100.00"
ARTESUNATE(LEVER) TABS 50MG X 12,PACK,455
ARTESUNATE(MULTICOY) TABS 50MG,PACK,850
ARTHELAD TABS 40MG/320MG X 8,FULL PACK,290
ARTHEMED TABS 80/480 X 6,PACK,420
ARTHOCARE FORTE CAPS X 30,JAR,"3,430.00"
ARTHOCARE X 30 CAPS ,BOTTLE,"1,870.00"
ARTHRELLA 30G  OINTMENT  ,TUBE,800
ARTHRELLA X20 TABS ,PACK,980
ARTHRITIS CARE PLUS TABS  X 100,FULL PACK,"4,300.00"
ARTHRITISCARE CAPS  X 100,FULL PACK,"3,400.00"
ARTHROGRATIS COMPLEX CAPLET  X 30,JAR,"4,175.00"
ARTHROTEC TABS 75MG X 100,FULL PACK,"7,500.00"
ARTHROTEC TABS 75MG/200MCG X 20,FULL PACK,"1,980.00"
ARTIX TABS 80MG+480MG X 6,PACK,380
ARTOM TABS 20MG X 30,FULL PACK,900
ARTOSTART TABS 10MG,PACK,745
ARTRY FORCEPT COVED  SMALL SIZE,PCS,300
ARTRY FORCEPT COVED B/S  ,PCS,550
ASANTEE PAPAYA SOAP,SOAP TABLET,233.33
ASARTAN-H TABS 50/12.5 X 30,FULL PACK,"1,350.00"
ASCOCHEW PLUS SYR 100ML X 1,BOTTLE,350
ASCOCHEW PLUS SYR 200ML X 1,BOTTLE,450
ASCORBION C 300 SYR 100ML,BOTTLE,320
ASCOREX EXPECTORANT SYR  100ML,BOTTLE,815
ASEPSO SOAP 80G,SOAP TABLET,145
ASMACARE SYR  100ml,BOTTLE,95
ASMALYN X 24 (MOPS) SYR  100ML,BOTTLE,300
ASMANOL-F X 50 TABS ,JAR,285
ASMETHER SUSP 60ML,BOTTLE,400
ASMETHER X 6 TABS ,PACK,400
ASOMEX TABS 2.5MG X 30,FULL PACK,"1,890.00"
ASOMEX TABS 5MG X 30,FULL PACK,"3,305.00"
ASPAIN NIGHT X 20 CAPLET 500MG/25MG X 1,PACK,145
ASPHAGE TABS  X 90,FULL PACK,750
ASPIRIN (EQUATE) X 120 TABS 81MG {.} ,JAR,995
ASPIRIN (TEVA)  TABS 75MG X 56,FULL PACK,360
ASPIRIN 81MG X 365  ,JAR,750
ASPIRIN CARDIO TABS 100MG X 30,FULL PACK,"1,600.00"
ASPIRIN TABS 300MG X 1000 {MULTICOY} ,FULL PACK,"1,180.00"
ASPIRIN TABS 300MG X 16 {DISPERSIBLE} ,FULL PACK,45
ASPIRIN TABS 75MG X 100 {DISPERSIBLE} ,JAR,"1,200.00"
ASTROGLIDE CREAM 35ML,TUBE,"1,100.00"
ASTYFER  SYR 200ML,BOTTLE,"1,580.00"
ASTYFER CAPS  X 30,FULL PACK,"1,580.00"
ASTYMIN  INFUSION  500ML,BOTTLE,"3,500.00"
ASTYMIN CAPS  X 30,FULL PACK,"1,580.00"
ASTYMIN SYR 200ML X 1,BOTTLE,"1,560.00"
ASTYMIN SYRUP 110MLS X20  ,BOTTLE,800
ASTYMIN-G DROPS  15ML,BOTTLE,250
ATACAND PLUS TABS 16/12.5MG X 28,FULL PACK,"2,505.00"
ATACAND PLUS TABS 16MG/25 X 28,FULL PACK,"4,000.00"
ATACAND TABS 16MG X 28,FULL PACK,"8,945.00"
ATACAND TABS 8MG X 28,FULL PACK,"6,495.00"
ATADYN (LORATIDINE) SYR 5MG/5ML,BOTTLE,760
ATADYN (LORATIDINE) TABS 10MG X 100,FULL PACK,"1,285.00"
ATENOLOL (TEVA) TABS 100MG X 28,FULL PACK,"1,050.00"
ATENOLOL TABS 50MG X 28 [TEVA] ,FULL PACK,"1,500.00"
ATENOLOL(MULTICOY)  50MG TAB X 28,FULL PACK,370
ATENOLOL(MULTICOY) 100MG TAB X 28,FULL PACK,260
ATENOLOL(POCCO) TABS 100MG X 28,FULL PACK,445
ATENOLOL(POCCO) TABS 50MG X 28,FULL PACK,435
ATENOLOL(TEVA) TABS 25MG X 28,FULL PACK,850
ATHELUTIN DS TABS X 6,PACK,650
ATHELUTRIN FORTE TABS 80MG+480MG X 6,PACK,700
ATHLETES FOOT(EQUATE) X 1,TUBE,"2,800.00"
ATHRICARE CAPS X 60,JAR,"4,800.00"
ATHRISIN CREAM  30G,TUBE,300
ATOCARD TABS 10MG X 30,FULL PACK,"1,260.00"
ATORSTAT TABS 10MG X 30,FULL PACK,"1,050.00"
ATORSTAT TABS 20MG X 30,FULL PACK,"1,150.00"
ATORVASTATIN (LIFEBACK)  TABS 10MG X 30,FULL PACK,900
ATORVASTATIN (LIFEBACK)  TABS 20MG X 30,FULL PACK,950
ATORVASTATIN (OVERTCARE)  TABS 10MG X 30,FULL PACK,"1,200.00"
ATORVASTATIN (OVERTCARE)  TABS 20MG X 30,FULL PACK,"1,300.00"
ATORVASTATIN (PREFERRED DRUGS)  TABS 10MG X 30,PACK,590
ATORVASTATIN (TEVA)  TABS 40MG X 28,FULL PACK,"1,050.00"
ATORVASTATIN(NEWTEVA) TABS 20MG X 30,FULL PACK,860
ATORVASTATIN(TEVA) TABS 10MG X 28,FULL PACK,650
ATORVASTATIN(TEVA) TABS 20MG X 28,FULL PACK,850
ATRIBEX SYR  60ML,BOTTLE,380
ATRIBEX TABS 10MG X 100,FULL PACK,800
ATROPINE EYE DROPS 1% 10ML {MARTINDALE} ,BOTTLE,565
ATROPINE INJ 15ML X 100 {MULTICOY},FULL PACK,"8,200.00"
ATS  10000IU INJ,FULL PACK,"1,150.00"
ATS  1500IU INJ 1ML,FULL PACK,"3,130.00"
ATSWIFT TABS 10MG X 30,PACK,650
ATSWIFT TABS 20MG X 30,PACK,850
AUGENSCHUTZ X 45(RETNOL) CAPS  X 1,PACK,"1,550.00"
AUGLOCEF CAPLET 1G X 2,FULL PACK,"1,400.00"
AUGLOCEF X 14 TABS 375MG,PACK,"1,450.00"
AUGLOCEF X 14 TABS 625MG,PACK,"1,100.00"
AUGMENTIN DROP  8ML,PACK,"1,130.00"
AUGMENTIN ES SUSP 642.9MG/5ML X 1,BOTTLE,"3,400.00"
AUGMENTIN INJ 1.2G X 10,FULL PACK,"14,000.00"
AUGMENTIN SUSP 457MG 70ML,BOTTLE,"2,982.00"
AUGMENTIN SYR 228MG/5ML 70ML,BOTTLE,"1,965.00"
AUGMENTIN TABS 1G X 14,PACK,"3,662.00"
AUGMENTIN X 10 INJ 600MG,VIALS,465
AUGMENTIN X 14 TABS 375MG,PACK,"2,585.00"
AUGMENTIN X 14 TABS 625MG,PACK,"3,200.00"
AURITZ TABS 10MG X 30,FULL PACK,"3,370.00"
AURITZ TABS 20MG X 30,TABS,"3,350.00"
AURORA (ROSUVASTATIN) X 30 TABS 5MG,PACK,790
AURORA (ROSUVASTATIN) X10 TABS 10MG,PACK,"1,150.00"
AUROXETIL CAPS 250MG,PACK,700
AUTOMATIC BLOOD PRESSURE MONITOR - SEMI LARGE  UA-651SL X 1,PACK,"18,000.00"
AVAMYS NASAL SPRAY 27.5MCG,BOTTLE,"1,865.00"
AVEENO COMPLEXION  SOAP 100G,PCS,"1,270.00"
AVEENO LOTION 532ML,JAR,"4,020.00"
AVEFLOX X 10 TABS 500MG,PACK,"3,200.00"
AVIPOL  SYR  60ML,BOTTLE,205
AVOCARD(PROMETHAZINE)L   X 50,FULL PACK,300
AVODART CAPS 0.5MG,PACK,"5,280.00"
AVOMINE TABS 25MG X 100,FULL PACK,350
AVRO APETI SYRUP SYR X 1,BOTTLE,450
AVRO-C SYR 100ML,BOTTLE,250
AVROAPETIT CAPLET X 30,PACK,490
AVROCID SYR 200ML,BOTTLE,650
AVROCLOX SUSP 100ML,BOTTLE,250
AVROCOF NIGHT SYR  X 1,BOTTLE,135
AVROCOF SYR 100ML,BOTTLE,250
AVROFLOX-TN X 10 TABS ,PACK,230
AVROGYL TABS 200MG X 100,FULL PACK,380
AVROGYL TABS 400MG X 100,FULL PACK,650
AVROLIN CHILDRENL SYR  X 1,BOTTLE,310
AVROLIN EXPECTORANT   X 1,BOTTLE,280
AVROLIN LINCTUS SYR 100ML,BOTTLE,325
AVROLYTE SYR X 1,BOTTLE,180
AVROPHAGE TABS 500MG X 84,FULL PACK,695
AVROTON SYR 200ML,BOTTLE,245
AVROTRIM TABS 480MG X 1000,FULL PACK,"5,200.00"
AVROTRIM(CO-TRIMOXAZOLE) SUSP 50ML,BOTTLE,200
AVROZOLE TABS 200MG X 2,PACK,70
AVSTAT TABS 20MG X 30,FULL PACK,"2,600.00"
AVSTAT(ATORVASTATIN) TABS 10MG X 30,FULL PACK,"2,050.00"
AXACEF X 10 TABS 500MG,PACK,"1,850.00"
AXCEL SALBUTAMOL(DORTMAG) SYR 100ML X 1,BOTTLE,650
AXE PERFUME X 1,BOTTLE,"2,035.00"
AXE SPRAY 75ML,CAN,680
AXEITOL CHEWABLE X 10 TABS 400MG,PACK,380
AXEREM  500MG X 10,PACK,760
AXITIN SYR 228MG 100ML,BOTTLE,700
AZATHIOPRINE TABS 50MG X 100 [UK] ,FULL PACK,"9,000.00"
AZATHIOPRINE TABS 50MG X 56 [PACK] ,FULL PACK,"4,200.00"
AZIPHAR X 3 TABS 500MG,PACK,650
AZITHRIN SUSP  60ML,BOTTLE,800
AZITHROMA TABS 500MG X 10,PACK,"1,135.00"
AZITHROMYCIN (BG) TABS 500MG X 10,PACK,850
AZITHROMYCIN (EMZOR) X 10 TABS 250MG,PACK,400
AZITHROMYCIN (EMZOR) X 10 TABS 500MG,PACK,500
AZITHROMYCIN (EMZOR)DRY SYR X 1,BOTTLE,400
AZITHROMYCIN (VIXA) X 6 CAPS 500MG,PACK,780
AZITHROMYCIN SUSP  {MULTICOY}  [BOTTLE] ,BOTTLE,540
AZITHROMYCIN(EXCEL) CAPS 250MG,PACK,450
AZITHROMYCIN(EXCEL) CAPS 500MG,PACK,700
AZITHROMYCIN(POCCO) TABS 500MG X 10,PACK,600
AZITOP-500 TABS  X 1,PACK,850
AZMASOL INHALER 100NG,BOTTLE,960
AZMETRIN SUSP 60ML X 1,BOTTLE,450
AZOD TAB  ,PACK,400
AZOPT EYE DROPS  5ML,BOTTLE,"4,710.00"
AZOPT(PARALLEL) EYE DROPS X 1,PACK,"3,000.00"
AZOTEK TABS 500MG X 6,PACK,610
B .COMPLEX  2LITER SYR ,JAR,800
B 29 SOAP 150G,PCS,100
B&C HERBAL BLOOD PURIFER X 30 CAPS ,JAR,"1,700.00"
B-COR TABS 10MG X 30,FULL PACK,"2,075.00"
B-COR TABS 2.5MG X 30,FULL PACK,"1,750.00"
B-COR TABS 5MG X 30,FULL PACK,"1,670.00"
B.P BAG X 1,PACK,500
B.P CUFF X 1,PACK,"2,300.00"
B.P MACHIINE(WRIST) X 1,PACK,"5,500.00"
B.P MONITOR (WELLBEING) TABS ,PACK,"16,800.00"
B.P MONITOR POCKET (MULTI COY),PACK,"2,420.00"
B.P PUMP  ,PCS,670
B.P SPHYG WITHOUT STHETOSCOPE,PACK,"3,500.00"
B.P WITH STHETOSCOPE,PACK,"5,300.00"
B.PSPHY WITHOUT STETH(GERMNY)  ,PACK,"2,145.00"
BABE SPRAY X 1,SPRAY CAN,590
BABY BAG RAFFLE,PACK,700
BABY DELIVERY MOTHERS TONIC X 1,BOTTLE,90
BABY FACE CLEANSER(AVACADO)B/S X 1,JAR,358.33
BABY FACE CLEANSER(AVACADO)S/S X 1,JAR,283.33
BABY FACE CLEANSER(PAPAYA)B/S X 1,JAR,505
BABY FACE CLEANSER(PAPAYA)S/S X 1,JAR,405
BABY HUG DIAPER 3-6KG,PACK,345
BABY PLAY PAMPERS MINI,PACK,780
BABY ROUND CHAIR,PACK,"1,450.00"
BABY TABLE,PACK,900
BABY WEIGHING SCALE   X 1,PACK,"9,350.00"
BABY ZINC TABS  X 100,FULL PACK,740
BABY ZINC X 10 TABS 20MG,PACK,130
BABYCCAN SYR 100ML X 1,BOTTLE,250
BABYGESIC SYR 60ML X 1,BOTTLE,258
BABYREX  X 72 SYR 60ML,BOTTLE,230
BACICLAV SUSP 228.5MG X 1,BOTTLE,650
BACK-UP TABS 1.5MG X 1,PACK,235
BACLOFEN TABS 10MG X 84 [BLISTER] ,FULL PACK,"3,700.00"
BACO PLUS SOFTGEL  X 30,FULL PACK,340
BACTFUNTIN CREAM X 1,TUBE,160
BACTRIM FORTE X10 TABS 800/160MG,PACK,400
BACTROBAN OINTMENT  15G,TUBE,"1,750.00"
BACTROFORTE TABS 500MG X 10,PACK,180
BAFAMA CREAM   X 12,FULL PACK,"2,800.00"
BAG ( F& A 3943),PACK,"5,450.00"
BAG ( OTD 331254),PACK,"5,450.00"
BAG ( SUSEN A1404419C),PACK,"5,900.00"
BAG ( ZEE 2627 ),PACK,"5,900.00"
BAG (CELINE 9015),PACK,"5,900.00"
BAG (CELINE PARIS BRUSH),PACK,"5,900.00"
BAG(FENDI 346-1,PACK,"5,900.00"
BAG(OTD 931056),PACK,"5,450.00"
BAG(ZANNOLT YELLOW),PCS,"5,900.00"
BAKED BEANS X 450 (HENIZ) ,TIN,380
balila PERFUME 120ml,SPRAY BOTTLE,505
BALILA ROLLON X 1,BOTTLE,345
BALTENART TABS 80MG+480MG X 6,PACK,340
BALZIT TABS 250MG X 6,PACK,400
BALZIT TABS 500MG X 6,PACK,360
BAMA MAYONNAISE 473ML,BOTTLE,825
BAMA MAYONNAISE 946ML,BOTTLE,"1,265.00"
BANCOF SYRUP SYR 2L,BOTTLE,935
BARBICILLINE (AMPICILLINE) SUSP 60ML,BOTTLE,90
BARBICLOX CAPS 500MG X 100,FULL PACK,"1,335.00"
BARBICLOX SUSP 125MG/5ML 100ML,BOTTLE,150
BARBIMOX CAPS 500MG X 100,FULL PACK,"1,270.00"
BARBIMOX SUSP 125MG /5ML 100ML,BOTTLE,270
BARBIMYCIN SUSP 125MG/54ML 60ML,BOTTLE,150
BAROLE(MEGA) CAPS 20MG X 30,FULL PACK,"2,450.00"
BARON DE CAPEL 75CL,BOTTLE,730
BARON DE GERALD 75CL,BOTTLE,730
BARON DE SENAC,BOTTLE,820
BARON DE VALLS WINE 750ML,BOTTLE,710
BARON ROMERO WINE 750ML,BOTTLE,670
BASSLOX CAPS 500MG X 100,FULL PACK,"1,420.00"
BATH GLOVE,SACHET,140
BATHROOM SCALE( HANSON)   X 1,PCS,"3,000.00"
BAYBAY INSECTICIDE 500ML,JAR,"1,245.00"
BAYGON INSECT KILLER 300ML,TIN,800
BAYGON INSECTICIDE  1000ML,JAR,"1,275.00"
BAYGON INSECTICIDE 600ML,CAN,"1,315.00"
BCAA 6000 CAPLET  X 180,JAR,"5,700.00"
BE WHITE CREAM TUBE 25G X 1,TUBE,155
BE WHITE GEL 30G X 10,TUBE,190
BE WHITE SAVON SOAP 80G X 12,PACK,145
BEAUTIFUL BEGINNING KIT,PACK,"1,665.00"
BEAUTY COMPLEX X 1,PACK,700
BEAUTY FAIR COMPLEXION LOTION 350ML,JAR,715
BEAUTY FAIR CUP 425G,JAR,845
BEAUTY FAIR LOTION 250ML,BOTTLE,755
BEAUTY MAGIC FACIAL CREAM 25G,PACK,675
BEAUTY SLIM TEA X 1,PACK,700
BEAUTY SURE CAPS  X 60,PACK,"8,010.00"
BECOMBION SYR 150ML,BOTTLE,364
BECOMBION SYR 300ML,BOTTLE,516
BECOMPLEX SYR X 1,BOTTLE,240
BECOVIT SYR 100ML X 1,BOTTLE,200
BEEF AMINO X 200 TABS ,JAR,"15,500.00"
BEEHIVE BALSAM SYR 200ML X 1,BOTTLE,"1,800.00"
BEENECTAR(PURE HONEY)1000ML   X 1,JAR,"2,320.00"
BEENECTAR(PURE HONEY)250ML X 1,JAR,830
BEENECTAR(PURE HONEY)350ML   X 1,JAR,920
BEENECTAR(PURE HONEY)500ML   X 1,JAR,"1,190.00"
BEFENAC PLUS TABS 50/500MG X 100,FULL PACK,500
BEFENAC TABS 50MG X 100,FULL PACK,300
BEFIT CAPS  X 30,FULL PACK,395
BEFLAM SYR 100ML X 1,BOTTLE,150
BEING TOGETHER PERF 59ML,BOTTLE,"1,255.00"
BELLAGIO HOMME BODY SPRAY 175ML,JAR,595
BELLAGIO ROLL-ON X 6 50ML,BOTTLE,605
BELLE TISSUE X 48 X 1,PACK,85
BELLS-BABY SYR 100ML X 1,BOTTLE,"1,450.00"
BEN 10 BAT ( ALIEN FORCE),PACK,655
BENBE HERBAL MIXTURE SYR X 1,BOTTLE,130
BENDEX(UNIQUE) SYR 250ML/5ML X 1,BOTTLE,250
BENDROFLUMETHIAZID (BRISTOL) TABS 5MG X 28,FULL PACK,860
BENDROFLUMETHIAZIDE TABS 2.5MG X 28 [MULTICOY] ,FULL PACK,450
BENDROFLUMETHIAZIDE(TEVA) 2.5MG TABS X 28  ,PACK,360
BENTCOF CHILD SYR 60ML X 1,BOTTLE,135
BENTCOF EXPECTORANT SYR 100ML X 1,BOTTLE,130
BENTICIL ANATACID SUSP 200ML X 1,BOTTLE,200
BENTICIL TABS  X 96,FULL PACK,270
BENTONIC CAPS  X 30,FULL PACK,200
BENTOTIT SYR  60ML,BOTTLE,200
BENTOVITE SYR 100ML X 1,BOTTLE,130
BENTRIM SUSP 50ML X 1,BOTTLE,150
BENYLIN (DRY COUGH) SYR 100ML,BOTTLE,810
BENYLIN CHILDREN (WET COUGH) SYR 100ML X 1,BOTTLE,750
BENYLIN ORIGINAL X 40 SYR  100ML,BOTTLE,850
BENYLIN PEDIATRIC SYR  100ML,BOTTLE,805
BENYLIN WET COUGH MUCUS RELIEF SYR 100ML X 1,BOTTLE,850
BENYLIN WITH CODEINE X 40 SYR  100ML,BOTTLE,"1,330.00"
BENYLIN WITH GLYCEROL SYR 150ML,BOTTLE,"2,600.00"
BENYLIN4FLU SYR 100ML X 1,BOTTLE,830
BENZATHINE PENICILLIN 2.4M INJ  X 100,FULL PACK,"10,735.00"
BENZATHINE PENICILLIN(RETARPEN) INJ  2.4MUI,VIALS,70
BENZHEXOL (ARTANE)  TABS 5MG X 500,FULL PACK,"1,750.00"
BENZHEXOL (PHARMABASE)  TABS 5MG X 1000,FULL PACK,"2,450.00"
BENZYL BENZOATE (MOKO)  LOTION 100ML,BOTTLE,355.42
BENZYL BENZOATE (MULTICOY) LOTION  100ML,BOTTLE,370
BEOPTIC-N EYE DROPS  5ML,BOTTLE,570
BEOPTIC-N EYE OINTMENT  5G,TUBE,400
BEST CREAM LIQUEUR 200ML,BOTTLE,440
BETA CLEANSER BITTERS MIXTURE 200ML,BOTTLE,300
BETACLAV(KORLYNS) TABS 645MG X 14,PACK,"1,500.00"
BETADRONE EYE/EAR DROP X 1,JAR,520
BETADRONE-N EYE OINTMENT 5G X 1,TUBE,305
BETAFIL TABS 100MG X 28,FULL PACK,330
BETAFIL TABS 50MG X 28,FULL PACK,280
BETAFLUMINE X 100 INJ ,PACK,550
BETAGLIP TABS 5MG X 30,FULL PACK,500
BETAHISTINE  16MG X 84 {TABLET} ,FULL PACK,"2,800.00"
BETAHISTINE  8MG X 84 {TABLET} ,FULL PACK,"2,400.00"
BETALAC AC TABS 1000MG X 14,PACK,"1,350.00"
BETALAC AC TABS 375MG X 14,PACK,10
BETALOC 20K TABS  X 30,PACK,"1,500.00"
BETALOC 20K TABS 50MG,PACK,"2,720.00"
BETALOC ZOK TABS 100MG X 30,PACK,"3,800.00"
BETAMAN SOFTGEL  X 30,FULL PACK,"2,350.00"
BETAMETHAZONE CREAM ,TUBE,380
BETAMETHAZONE-N CREAM ,TUBE,480
BETAMOCLACID TABS 625MG X 14,PACK,750
BETAPHAGE TABS 500MG X 100,FULL PACK,840
BETAREN DEXCEL TABS 100MG X 10,PACK,345
BETAREN DEXCEL TABS 50MG X 100,FULL PACK,"1,100.00"
BETASIL SYR  100ML,BOTTLE,370
BETASOL CREAM 30ML X 1,TUBE,350
BETASOL LOTION 30ML X 1,JAR,350
BETATON CAPS  X 30,JAR,"2,330.00"
BETATON CAPS  X 60,JAR,"2,600.00"
BETAWOMAN CAPS  X 30,FULL PACK,"2,600.00"
BETNELAN TABS 0.5MG X 500,FULL PACK,"4,650.00"
BETNEVAL LOTION 15G,JAR,"1,010.00"
BETNOVATE N CREAM  15MG [ENGLAND] ,TUBE,400
BETOPTIC EYE DROPS  5ML,BOTTLE,"1,275.00"
BEVA HAIR RELAXER 185G,JAR,225
BEVA HAIR RELAXER 250G,JAR,300
BEVA HAIR RELAXER 425G,JAR,355
BEVA HAIR RELAXER 875G,JAR,495
BEXALOL EYE DROPS 0.25% 5ML,PACK,700
BEXATAN PLUS TABS 20+12.5MG X 30,PACK,"3,300.00"
BEXATAN TABS 20 X 30,PACK,"2,800.00"
BEXILIN INHALER 100UG X 1,PACK,750
BEXITROL INHALER 25/250UG X 1,PACK,"2,550.00"
BG CHECK MACHINE X 1,PACK,"9,000.00"
BG CLAV SYR 228.5MG/5ML X 1,BOTTLE,850
BG CREAM 15G,TUBE,270
BG MAL SUSP 180MG/1080MG X 1,BOTTLE,290
BG MAL TABS 20MG/120MG X 24,PACK,280
BG MAL TABS 80MG/480MG X 6,PACK,300
BG-TRAGESIC  X 10 CAPS 50MG,PACK,250
BGVID TABS 200MG,PACK,300
BIC SHAVING STICK X 1,SACHET,105
BIC SHAVING STICK X 5  ,PACK,460
BICALUTAMIDE (TEVA)  TABS 150MG X 28,FULL PACK,"2,000.00"
BICALUTAMIDE (TEVA)  TABS 50MG X 28 [BLISTER] ,FULL PACK,"4,570.00"
BICARBONATE OF SODA MOKO POWDER ,PACK,135
BIG ATTITUDE BODY  SPRAY 113G,TIN,"1,015.00"
BIG ATTITUDE PERFUME 59ML,BOTTLE,"1,205.00"
BIGEN POWDER HAIR DYE B/S,PACK,710
BIGGER SIZE CAPS  X 60,JAR,"7,500.00"
BIMBO SOAP X 1,SOAP TABLET,58.33
BIO CLAIR  SERUM 60ML,BOTTLE,300
BIO CLAIR BODY LOTION 210ML,JAR,455
BIO CLAIR FADE 200ML,PACK,245
BIO CLAIR SOAP 85G X 12,SOAP TABLET,410
BIO CLAIRE  CUP 300G,JAR,570
BIO CLAIRE LIGHTENING SOAP,PACK,360
BIO CLEAIR  TRANSPARENT SOAP,SOAP TABLET,195
BIO OIL 125ML X 1,JAR,"1,020.00"
BIO OIL(IMPORTED) 60ML,BOTTLE,"1,740.00"
BIO SEA C/ L X 120 CAPS 300MG,PACK,800
BIO-STRATH X 40 TABS 0.5G X 1,PACK,"1,300.00"
BIO-TONE MEDICATED SOAP80G,SOAP TABLET,295
BIO-TONE TRANSPARENT SOAP 150G X 1,PACK,390
BIOBETIC CAPS  X 30,FULL PACK,"3,950.00"
