ProductName:,item,GenericName,Code,Department,DosageForm:,presentation,unit_quantity,Category,full_pack,Vendor
ACIPEP,ACIPEP SUSP 200ML,,6013078,Pharmacy,SUSPENSION,BOTTLE,,,1,
ACIPRO,ACIPRO TABS 500MG X 10,Ciprofloxacin,6011378,Pharmacy,TABLETS,PACK,10,Quinolones,10,
ACIPRO,ACIPRO TABS 500MG X 14,Ciprofloxacin,6011377,Pharmacy,TABLETS,PACK,,Quinolones,1,
acirab,ACIRAB TABS 20MG X 10,Rabeprazole,,Pharmacy,TABLETS,PACK,,,1,GENERIC &SPECIALITIES LIMITED
acivir,ACIVIR EYE OINTMENT X 1,,6009856,Pharmacy,EYE OINTMENT,PACK,,,1,
ACNE WASH CLEANING TISSUE,ACNE WASH CLEANING TISSUE X 1,,6009730,Supermarket,,PACK,,,1,
ACNEAWAY,ACNEAWAY CREAM  20G,,8.90422E+12,Pharmacy,CREAM,TUBE,20G,ANTIFUNGAL PREPARATIONS,1,
ACOFENAC,ACOFENAC TABS  X 100,Diclofenac,6013037,Pharmacy,TABLETS,BLISTER,10,Non-steroidal anti-inflammatory drugs (NSAIDs),100,
ACRYLIC TUMBLER 6 PCS,ACRYLIC TUMBLER 6 PCS,,6.29002E+12,Supermarket,,PACK,,,1,RONKYEM ENTERPRISES
Actifed,ACTIFED SYR  60ML,Triprolidine and Pseudoephedrine,6.22105E+12,Pharmacy,SYRUP,BOTTLE,60ML,Systemic nasal decongestants,1,WWCVL (GSK-CX)
ACTIFED,ACTIFED TABS  X 12,Triprolidine and Pseudoephedrine,6.22105E+12,Pharmacy,TABLETS,PACK,12,Systemic nasal decongestants,12,WWCVL (GSK-CX)
ACTIFLU,ACTIFLU SYR  50ML,,,Pharmacy,SYRUP,BOTTLE,50ML,,1,
ACTIPATCH ALLAY MENSTRAL PAIN,ACTIPATCH ALLAY MENSTRAL PAIN  ,,1007914,Pharmacy,,PACK,,,1,
ACTIPATCH BACK PAIN,ACTIPATCH BACK PAIN  ,,1007901,Pharmacy,,PACK,,,1,ALPHA PHARMACY & STORES NIG.
ACTIPATCH KNEE PAIN,ACTIPATCH KNEE PAIN  ,,1007902,Pharmacy,,PACK,,,1,ALPHA PHARMACY & STORES NIG.
ACTIPATCH MUSCLE & JOINT PAIN,ACTIPATCH MUSCLE & JOINT PAIN  ,,1007900,Pharmacy,,PACK,,,1,ALPHA PHARMACY & STORES NIG.
ACTIVATED VEG CHARCOAL(MASON),ACTIVATED VEG CHARCOAL(MASON) CAPS 520MG X 60,,,Pharmacy,CAPSULES,JAR,60,,60,
ACTIVE FRESH SPRAY MIX,ACTIVE FRESH SPRAY MIX 200ML,,6011455,Supermarket,,CAN,200ML,,1,
active fresh women spray,ACTIVE FRESH WOMEN SPRAY 200ML,,6011736,Supermarket,,JAR,,,1,
ACTIVE MAN BODY SPRAY 200ML,ACTIVE MAN BODY SPRAY 200ML,,6.2911E+12,Supermarket,,CAN,,,1,FRAGRANCE WORLD RESOURCES LTD
ACTIVE MAN PERFUME 100ml,ACTIVE MAN PERFUME 100ML X 1,,1004913,Supermarket,,BOTTLE,1,,1,
ACTIVE MAN TEA,ACTIVE MAN TEA X 1,,6011498,Supermarket,,PACK,1,,1,
ACTIVE MENO,ACTIVE MENO   X 30,,6010119,Pharmacy,,BLISTER,10,,30,
ACTIVE PAMPERS,ACTIVE PAMPERS X 6,,13573,Supermarket,,PACK,6,,6,
ACTIVE WOMAN BODY SPRAY 200ML,ACTIVE WOMAN BODY SPRAY 200ML,,6.2911E+12,Supermarket,,CAN,,,1,FRAGRANCE WORLD RESOURCES LTD
ACTIVE WOMAN PERFUME 80ml,ACTIVE WOMAN PERFUME 80ML X 1,,6.2911E+12,Supermarket,,BOTTLE,1,,1,
ACTIVODYN,ACTIVODYN CAPS  X 30,,6008895,Pharmacy,CAPSULES,BLISTER,15,Multivitamin and amino acid preparations,30,OANG LIMITED
ACTRAPID,ACTRAPID INJ 100IU 10ML,Insulin Human,6165,Pharmacy,INJECTION (SOLUTION),VIALS,10ML,Insulins,1,WWCVL (NOVO)
ACTRAPID,ACTRAPID INJ 40IU 10ML,Insulin Human,6238,Pharmacy,INJECTION (SOLUTION),VIALS,10ml,Insulins,1,WWCVL (NOVO)
acycor plus,ACYCOR PLUS TABS  X 10,Aceclofenac,6008627,Pharmacy,TABLETS,PACK,10,Non-steroidal anti-inflammatory drugs (NSAIDs),10,
acycor,ACYCOR TABS 100MG X 10,Aceclofenac,6008628,Pharmacy,TABLETS,PACK,10,Non-steroidal anti-inflammatory drugs (NSAIDs),10,
acyvir,ACYVIR EYE OINTMENT X 1,,6011579,Pharmacy,EYE OINTMENT,TUBE,,,1,
ADALAT LA,ADALAT LA TABS 30MG X 30,Nifedipine,15361,Pharmacy,TABLETS,BLISTER,10,Calcium-channel blockers,30,
AdALAT LA,ADALAT LA TABS 60MG X 30,Nifedipine,15363,Pharmacy,TABLETS,BLISTER,10,Calcium-channel blockers,30,
Adams desire,ADAMS DESIRE CAPS  X 60,,7.99873E+11,Pharmacy,CAPSULES,JAR,60,,60,
ADAMS DeSIRE,ADAMS DESIRE TABS  X 15,,7.33739E+11,Pharmacy,TABLETS,PACK,15,,15,
Adams desire,ADAMS DESIRE TABS  X 30,,7.99873E+11,Pharmacy,TABLETS,JAR,30,,30,
ADAY KIT,ADAY KIT TABS  X 4,,6010886,Pharmacy,TABLETS,PACK,4,Systemic antifungal drugs,4,
9,ADDYZOA CAPS  X 20,,8.90108E+12,Pharmacy,CAPSULES,PACK,20,Herbal Preparations,20,
adfluconazole,ADFLUCONAZOLE TABS 150MG X 10,,6013455,Pharmacy,TABLETS,PACK,10,,10,ADPHARM PHARM.IND.LTD.
AdHOC BODY SPRAY,ADHOC BODY SPRAY,,15872,Supermarket,,CAN,,,1,
ADIDAS INTENSIVE COOL & CARE(WOMEN),ADIDAS INTENSIVE COOL & CARE(WOMEN) 42ML,,3.60735E+12,Supermarket,,PACK,,,1,
ADIDAS PERFUME 100ML,ADIDAS PERFUME 100ML X 1,,3.41224E+12,Supermarket,,BOTTLE,1,,1,
ADIDAS ROLL ON 250ML,ADIDAS ROLL ON 250ML X 1,,13306,Supermarket,,BOTTLE,1,,1,
ADIDAS ROLL ON(PURE GAME),ADIDAS ROLL ON(PURE GAME) 50ML,,3.60735E+12,Supermarket,,BOTTLE,,,1,
ADIDAS SPRAY,ADIDAS SPRAY X 1,,14080,Supermarket,,SPRAY BOTTLE,1,,1,
ADIDAS STICK  ROLLON TRIPPLE ACTION 50G,ADIDAS STICK  ROLLON TRIPPLE ACTION 50G,,3.41336E+12,Supermarket,,JAR,,,1,
ADMICIN,ADMICIN TABS 500MG X 10,levofloxacin,,Pharmacy,TABLETS,PACK,,,1,ADPHARM PHARM.IND.LTD.
ADMIT PERF 100ML,ADMIT PERF 100ML,,15798,Supermarket,,JAR,,,1,
ADORE PERFUME,ADORE PERFUME X 1,,13615,Supermarket,,BOTTLE,1,,1,
ADRENALINE (EPINEPHRINE),ADRENALINE (EPINEPHRINE) INJ 10MG X 10,Epinephrine,15408,Pharmacy,INJECTION (SOLUTION),AMPOULES,10,Sympathomimetics,10,
ADRENALINE,ADRENALINE (ROTEX)  INJ ,Adrenaline,6264,Pharmacy,INJECTION (SOLUTION),AMPOULES,,Sympathomimetics,1,
ADRENALINE,ADRENALINE (UNBRANDED)  INJ ,Adrenaline,6630,Pharmacy,INJECTION (SOLUTION),AMPOULES,,Sympathomimetics,1,
ADRIDE,ADRIDE TABS 2MG X 30,Glimepiride,1008774,Pharmacy,TABLETS,SACHET,10,Oral antidiabetic drugs,30,
ADULT DIAPERS,ADULT DIAPERS X 1,,6011934,Pharmacy,,PACK,,,1,
ADULT PAMPERS LARGE(PATOSA),ADULT PAMPERS LARGE(PATOSA) X 1,,,Supermarket,,PACK,,,1,CASH SALES INVOICE
ADULT PAMPERS X-LARGE(PATOSA),ADULT PAMPERS X-LARGE(PATOSA) X 1,,,Pharmacy,,PACK,,,1,CASH SALES INVOICE
advant,ADVANT TABS 16MG X 28,Candesartan,6010179,Pharmacy,TABLETS,BLISTER,7,Angiotensin Receptor Blocker,28,
ADVANT,ADVANT TABS 8MG X 14,Candesartan,6010492,Pharmacy,TABLETS,BLISTER,7,Angiotensin Receptor Blocker,14,
ADVANTAN,ADVANTAN CREAM  15G,Methylprednisolone,7560,Pharmacy,CREAM,TUBE,15G,Anti-inflmatory and antipruritic drugs ,1,
ADVANTEC,ADVANTEC  16MG/12.5MG X 28,Candesartan and Hydrochlorothiazide,6010487,Pharmacy,,BLISTER,7,Angiotensin Receptor Blocker,28,
ADVENTIN,ADVENTIN TABS 625MG X 14,,8.90424E+12,Pharmacy,TABLETS,BLISTER,7,,14,
ADVENTURE SPORTS PERFUME,ADVENTURE SPORTS PERFUME X 1,,6011909,Supermarket,,PACK,,,1,
aerolin inhaler,AEROLIN INHALER X 1,Salbutamol,6.93645E+12,Pharmacy,,PACK,,Antiasthmatic and drugs for chronic obstructive pulmonary disease,1,
AeROPLANE,AEROPLANE X 1,,6011355,Supermarket,,PACK,,,1,
AFC ORIGINAL CALCIUM BISCUIT 100G,AFC ORIGINAL CALCIUM BISCUIT 100G,,16395,Supermarket,,PACK,,,1,
AFC ORIGINAL CALCIUM BISCUIT 250G,AFC ORIGINAL CALCIUM BISCUIT 250G,,8.93468E+12,Supermarket,,PACK,,,1,
AFC ORIGINAL CALCIUM BISCUIT 600G,AFC ORIGINAL CALCIUM BISCUIT 600G,,16406,Supermarket,,PACK,,,1,
AFLOTIN,AFLOTIN TABS  X 24,,6012490,Pharmacy,TABLETS,PACK,24,,24,
AFLUCON,AFLUCON TABS 150MG X 6,Fluconazole,6011379,Pharmacy,TABLETS,PACK,,Systemic antifungal drugs,1,
AFLUCON x 3,AFLUCON X 3 TABS 50MG,Fluconazole,10427,Pharmacy,TABLETS,PACK,,Systemic antifungal drugs,1,
Afrabvite,AFRABVITE DROPS 15ML,,1000083,Pharmacy,ORAL DROPS,BOTTLE,,Multivitamin and amino acid preparations,1,
Afrabvite,AFRABVITE SYR 100ML X 1,,1000082,Pharmacy,SYRUP,BOTTLE,,Multivitamin and amino acid preparations,1,
afre shoe spray(black),AFRE SHOE SPRAY(BLACK) X 1,,6008996,Supermarket,,SPRAY CAN,,,1,
afre shoe spray(neutral),AFRE SHOE SPRAY(NEUTRAL) X 1,,6008997,Supermarket,,SPRAY CAN,,,1,
AFRICAN BEST KIT,AFRICAN BEST KIT X 1,,34285530006,Supermarket,,JAR,1,,1,
AFRICAN PRIDE HERBAL SHAMPOO,AFRICAN PRIDE HERBAL SHAMPOO 250ML,,75724237032,Supermarket,,,,,1,
AFRICAN PRIDE KIT,AFRICAN PRIDE KIT X 1,,7.33644E+11,Supermarket,,JAR,1,,1,
africlo cod liver oil,AFRICLO COD LIVER OIL CAPS 1000MG X 30,Cod Liver Oil,6012954,Pharmacy,CAPSULES,BLISTER,15,Vitamins,30,
AFRICURE COD LIVER,AFRICURE COD LIVER CAPS 1000MG X 30,Cod Liver Oil,6012399,Pharmacy,CAPSULES,PACK,30,Vitamins,30,
AFRO AMERICAN HAIR CREAM B/S,AFRO AMERICAN HAIR CREAM B/S X 1,,,Supermarket,CREAM,JAR,,,1,"JYK'""S WEB CONCEPT"
AFRO AMERICAN HAIR CREAM M/S,AFRO AMERICAN HAIR CREAM M/S X 1,,6011623,Supermarket,,JAR,,,1,
AFRO AMERICAN HAIR CREAM S/S,AFRO AMERICAN HAIR CREAM S/S X 1,,6009916,Supermarket,,JAR,,,1,
AFTER 5,AFTER 5 POWDER  X 120,,6011979,Pharmacy,POWDER,BLISTER,1,,120,
AFTER HOURS BODY SPRAY 113G,AFTER HOURS BODY SPRAY 113G X 1,,6011080,Supermarket,,SPRAY CAN,,,1,
agcloxtin,AGCLOXTIN TABS 375MG,,14987,Pharmacy,TABLETS,PACK,,,1,
agcloxtin,AGCLOXTIN TABS 625MG,,14988,Pharmacy,TABLETS,PACK,,,1,
age balance lotion,AGE BALANCE LOTION X 1,,,Supermarket,,JAR,1,,1,GRACIOUS JOBIZ COSMETICES LIMITED
AGISEPT LOZENGES,AGISEPT LOZENGES X 1,,2154,Pharmacy,,PACK,,,1,PHILLIPS PHARMACEUTICALS (NIGERIA) LIMITED
AGNESIA  DuSTING  POWDER  300G,AGNESIA  DUSTING  POWDER  300G,,15591,Supermarket,,TIN,,,1,
AGNESIA  DUSTING POWDER 100G,AGNESIA  DUSTING POWDER 100G,,9.55623E+12,Supermarket,,TIN,,,1,
AGNESIA BABY SOAP,AGNESIA BABY SOAP 90G,,1006433,Supermarket,,PACK,90G,,1,
AILON,AILON DROPS  25ML,Vitamin A Palmitate,8.90104E+12,Pharmacy,ORAL DROPS,BOTTLE,25ML,Multivitamin and amino acid preparations,1,
AIM WHITENING LOTION,AIM WHITENING LOTION X 1,,13923,Supermarket,,BOTTLE,1,Systemic antifungal drugs,1,
AIM WHITENING MOUTH WASH,AIM WHITENING MOUTH WASH,,16369,Supermarket,,JAR,,,1,
air bus plane,AIR BUS PLANE X 1,,6011786,Supermarket,,PACK,,,1,
air freshner(califonia),AIR FRESHNER(CALIFONIA) X 1,,7.9092E+11,Supermarket,,CAN,,,1,
AIR FRESHNER(RayBay),AIR FRESHNER(RAYBAY) X 1,,6013261,Supermarket,,PACK,1,,1,
air max,AIR MAX SYR 100ML X 1,,6010107,Pharmacy,SYRUP,BOTTLE,,Expectorants and cough suppressants,1,
AIR REFRESHNER(EVERLOVE),AIR REFRESHNER(EVERLOVE) X 1,,6011267,Supermarket,,PACK,,,1,
AIR WICK  SPRAY 226G,AIR WICK  SPRAY 226G,,62338741642,Supermarket,,TIN,,,1,
AIR WICK AUTHOMATIC  REFIL 250ML,AIR WICK AUTHOMATIC  REFIL 250ML,,1005880,Supermarket,,PACK,,,1,
AIR WICK AUTHORMATIC SPRAY  MACHINE,AIR WICK AUTHORMATIC SPRAY  MACHINE 250ML,,5.90063E+12,Supermarket,,PACK,250ML,,1,
AIR WICK DRUMMER,AIR WICK DRUMMER,,6.0097E+12,Supermarket,,PCS,,,1,
AIR WICK GEL X 6,AIR WICK GEL X 6,,6.0097E+12,Supermarket,,PACK,,,1,
AIR WICK STICK UPS AIR FRESHNER,AIR WICK STICK UPS AIR FRESHNER,,16109,Supermarket,,PACK,,,1,
AIRLIFE AIR REFRESHNER(REFIL),AIRLIFE AIR REFRESHNER(REFIL) X 1,,6009753,Supermarket,,TIN,,,1,
airlukast,AIRLUKAST TABS 10MG X 30,,6010180,Pharmacy,TABLETS,BLISTER,10,,30,
AJAX BLEACH 567ML,AJAX BLEACH 567ML,,17070,Supermarket,,JAR,,,1,
AK-47 WINE 40%vol,AK-47 WINE 40%VOL,,17001,Supermarket,,BOTTLE,,,1,
akineton,AKINETON INJ 5MG 1ML,Biperiden,7767,Pharmacy,INJECTION (SOLUTION),AMPOULES,1ml,,5,
akineton,AKINETON INJ X 1,,6012211,Pharmacy,INJECTION (POWDER),PACK,,,1,
AkOBAL-G,AKOBAL-G TABS  X 10,,6011581,Pharmacy,TABLETS,PACK,10,,10,
ako-pas,AKO-PAS TABS  X 10,,8.90416E+12,Pharmacy,TABLETS,PACK,10,,10,
AKOYA PERF 100ML,AKOYA PERF 100ML,,15928,Supermarket,,PACK,,,1,
ALABUKUN,ALABUKUN POWDER 2G X 100,,1001011,Pharmacy,POWDER,PACK,10,Non-opioid analgesics and antipyretics,100,
ALAMIN FORTE,ALAMIN FORTE TABS ,,11624,Pharmacy,TABLETS,PACK,,,1,
ALANDOMAX,ALANDOMAX CAPLET 70MG X 4,,1003643,Pharmacy,CAPLET,PACK,4,,4,
ALASKA WHITENING CREAM,ALASKA WHITENING CREAM X 1,,13654,Supermarket,,BOTTLE,1,,1,
ALAXIN,ALAXIN SYR 80ML,Dihydroartemisinin,8.90601E+12,Pharmacy,SYRUP,BOTTLE,80ML,Antimalarial drugs,1,\
ALAXIN X 8,ALAXIN X 8 TABS 60MG,Dihydroartemisinin,4608,Pharmacy,TABLETS,PACK,,Antimalarial drugs,1,
ALBEN G,ALBEN G SYR 200MG/10ML,Albendazole,6009933,Pharmacy,SYRUP,BOTTLE,,CESTODE INFECTIONS,1,
ALBEN G,ALBEN G TABS 200MG,Albendazole,6009929,Pharmacy,TABLETS,PACK,,CESTODE INFECTIONS,1,
ALBEN G,ALBEN G TABS 400MG,Albendazole,6009932,Pharmacy,TABLETS,PACK,,CESTODE INFECTIONS,1,
ALBENDAZOLE X 1,ALBENDAZOLE X 1 TABS 400MG,Albendazole,15134,Pharmacy,TABLETS,PACK,,CESTODE INFECTIONS,1,
ALBEROL(ALBENDAZOLE),ALBEROL(ALBENDAZOLE)  ,Albendazole,6010544,Pharmacy,,,,CESTODE INFECTIONS,1,
ALBEROL(ALBENDAZOLE),ALBEROL(ALBENDAZOLE) TABS 400MG,Albendazole,10477,Pharmacy,TABLETS,PACK,,CESTODE INFECTIONS,1,
ALBUSTIX,ALBUSTIX TABS  X 50,,7134,Pharmacy,TABLETS,PACK,50,,50,
ALCEF,ALCEF INJ  1G,Ceftriaxone,6869,Pharmacy,INJECTION (POWDER),VIALS,1G,CEFALOSPORINS AND IMIPENEM WITH CILASTATIN,1,
ALCOHOL SWAB,ALCOHOL SWAB X 1,,6012842,Pharmacy,,PACK,,,1,
alcool,ALCOOL SYR  60ML,,6008949,Pharmacy,SYRUP,BOTTLE,60ML,,1,
ALDACTONE,ALDACTONE TABS 25MG X 100,Spironolactone,1007919,Pharmacy,TABLETS,SACHET,10,POTASSIUM-SPARING DIURETICS,100,
ALDACTONE,ALDACTONE TABS 25MG X 20,Spironolactone,1001152,Pharmacy,TABLETS,SACHET,10,POTASSIUM-SPARING DIURETICS,20,WWCVL (PFIZER)
ALDOCURE,ALDOCURE TABS 250MG X 100,Methyldopa,1007865,Pharmacy,TABLETS,SACHET,10,CENTRALLY ACTING ANTIHYPERTENSIVE DRUGS,100,
ALDOMET,ALDOMET (PARALLEL)  TABS  X 100,,6013155,Pharmacy,TABLETS,BLISTER,10,,100,
ALDOMET,ALDOMET TABS 250MG X 60 [ENGLAND] ,Methyldopate Hydrochloride,6.00139E+12,Pharmacy,TABLETS,SACHET,10,CENTRALLY ACTING ANTIHYPERTENSIVE DRUGS,60,
ALDOXI,ALDOXI TABS 250MG X 100,Methyldopa,1001406,Pharmacy,TABLETS,BLISTER,10,CENTRALLY ACTING ANTIHYPERTENSIVE DRUGS,100,
ALEEVE,ALEEVE CAPS  X 24,,6013305,Pharmacy,CAPSULES,PACK,24,,24,
ALEFER QS,ALEFER QS TABS 80/480MG X 6,,,Pharmacy,TABLETS,PACK,,,1,ALMOND ETHICALS LTD.
ALENDROIC ACID,ALENDROIC ACID TABS  X 28,Alendronate,6012608,Pharmacy,TABLETS,BLISTER,14,,28,
ALEOMIN MULTIVITAMIN,ALEOMIN MULTIVITAMIN CAPS X 30,,,Pharmacy,CAPSULES,PACK,,,1,GODDY PHARMACEUTICAL CO.LTD
alexsial coconut oil 100ml,ALEXSIAL COCONUT OIL 100ML X 1,,6009481,Supermarket,,BOTTLE,,,1,
alexsial coconut oil 200ml,ALEXSIAL COCONUT OIL 200ML X 1,,6009480,Supermarket,,BOTTLE,,,1,
ALFA D,ALFA D CAPS 0.25MCG,,15358,Pharmacy,CAPSULES,JAR,,,1,
AL-FARES PERFUME 50ML,AL-FARES PERFUME 50ML X 1,,6.28111E+12,Supermarket,,BOTTLE,1,,1,
AL-FARES ROLL ON 15ML,AL-FARES ROLL ON 15ML X 1,,12820,Supermarket,,BOTTLE,1,,1,
ALGAFEN(EVANS BAROQUE),ALGAFEN(EVANS BAROQUE) TABS 200MG X 100,Ibuprofen,6013498,Pharmacy,TABLETS,BLISTER,10,,100,
alive max,ALIVE MAX CAPS  X 90,,6013039,Pharmacy,CAPSULES,JAR,90,Multivitamin and amino acid preparations,90,
alive men's 50+,ALIVE MEN'S 50+ TABS  X 60,,6012712,Pharmacy,TABLETS,PACK,60,Multivitamin and amino acid preparations,60,
ALIZE (GOLD PASSION)VODKA,ALIZE (GOLD PASSION)VODKA 750ML,,3.33475E+12,Supermarket,,BOTTLE,,,1,
ALIZE (ROSE PASSION)VODKA,ALIZE (ROSE PASSION)VODKA 750ML,,3.33475E+12,Supermarket,,BOTTLE,,,1,
ALIZE(BLUE PASSION),ALIZE(BLUE PASSION) 750ML,,3.33475E+12,Supermarket,,BOTTLE,,,1,
ALKALINE BATTERY,ALKALINE BATTERY X 1,,6011526,Pharmacy,,PACK,,,1,
ALL CLEAR COMP SOAP,ALL CLEAR COMP SOAP X 12,,1007391,Supermarket,,PACK,,,1,
ALL CLEAR EVEN TONE   LOTION 400ML,ALL CLEAR EVEN TONE   LOTION 400ML,,1005690,Supermarket,,JAR,,,1,
ALL CLEAR HAIR REMOVAL 100ml,ALL CLEAR HAIR REMOVAL 100ML X 1,,14018,Supermarket,,BOTTLE,1,,1,
all clear liquid bath,ALL CLEAR LIQUID BATH X 1,,6011007,Supermarket,,JAR,,,1,
ALL CLEAR OIL CONTROL POWDER,ALL CLEAR OIL CONTROL POWDER 100G,,17461,Supermarket,,JAR,,,1,
all clear transperent soap,ALL CLEAR TRANSPERENT SOAP X 1,,1.30603E+11,Supermarket,,SOAP TABLET,,,1,
all clear tube,ALL CLEAR TUBE X 1,,6009563,Supermarket,,PACK,,,1,
ALL CLEAR WHITENING SOAP,ALL CLEAR WHITENING SOAP X 1,,6009965,Supermarket,,SOAP TABLET,,,1,
ALL DAY PERFUME 50ML,ALL DAY PERFUME 50ML X 1,,13493,Supermarket,,BOTTLE,1,,1,
ALL DAY ROLL ON,ALL DAY ROLL ON X 6,,16903,Supermarket,,BOTTLE,,,1,
ALL PURPOSE BASIN,ALL PURPOSE BASIN,,6.95624E+12,Supermarket,,PACK,,,1,HALLIMA SALAM STORE
ALL WAYS INDIAN HEMP HAIR CREAM 155G,ALL WAYS INDIAN HEMP HAIR CREAM 155G X 1,,48398000103,Supermarket,,JAR,1,,1,
ALLAY,ALLAY 480G,,6011646,Supermarket,,JAR,,,1,
ALLEREX,ALLEREX EYE DROPS  XML,,9.5888E+12,Pharmacy,EYE DROPS,BOTTLE,10ML,,1,
ALLERGIN,ALLERGIN SYR 60ML,Chlorpheniramine,1009158,Pharmacy,SYRUP,BOTTLE,,Antihistamines,1,
allergy relief(equate),ALLERGY RELIEF(EQUATE) TABS X 10,,6012222,Pharmacy,TABLETS,PACK,,,1,
allergy relief(ready),ALLERGY RELIEF(READY) TABS X 14,,6012223,Pharmacy,TABLETS,PACK,,,1,
allglobin,ALLGLOBIN CAPS  X 30,,6013445,Pharmacy,CAPSULES,BLISTER,15,,30,
ALLOPURINOL,ALLOPURINOL TABS 100MG X 28 [ENGLAND] ,Allopurinol,7016,Pharmacy,TABLETS,BLISTER,14,DRUGS USED IN GOUT,28,
ALLOPURINOL,ALLOPURINOL TABS 300MG X 28 [ENGLAND] ,Allopurinol,6970,Pharmacy,TABLETS,BLISTER,14,DRUGS USED IN GOUT,28,
alluporinol,ALLUPORINOL TABS 300MG X 28 {TEVA} ,Allopurinol,5.01701E+12,Pharmacy,TABLETS,BLISTER,14,DRUGS USED IN GOUT,28,
ALLURA BISCUIT,ALLURA BISCUIT,,16344,Supermarket,,JAR,,,1,
ALLURE CHANEL FOR WOMAN PERF 100ML,ALLURE CHANEL FOR WOMAN PERF 100ML,,6.46046E+12,Supermarket,,BOTTLE,,,1,
ALMAYVITE X 30,ALMAYVITE X 30 CAPS ,,1007683,Pharmacy,CAPSULES,PACK,,,1,
ALMOND CHOCOLATE,ALMOND CHOCOLATE X 1,,6009918,Supermarket,,SACHET,,,1,
aloe ever shield,ALOE EVER SHIELD X 1,,,Supermarket,,PACK,1,,1,IMMORTAL GOD VENTURES
aloe toothgel,ALOE TOOTHGEL X 1,,,Supermarket,,PACK,1,,1,IMMORTAL GOD VENTURES
ALOE VERA,ALOE VERA (NATURE FIELD)  CAPS 500MG X 100,,7.33739E+11,Pharmacy,CAPSULES,JAR,100,,100,
ALOE VERA,ALOE VERA CAPS  X 60 {MASON} ,,8212,Pharmacy,CAPSULES,JAR,60,,60,
ALOE VERA CAPS X 1,ALOE VERA CAPS X 1,,6009909,Supermarket,,PACK,,,1,
ALOE VERA DRINK 250ML,ALOE VERA DRINK 250ML X 24,,8.80906E+12,Supermarket,,TIN,,,1,
ALOE VERA GEL 680G LOTION,ALOE VERA GEL 680G LOTION,,15484,Supermarket,,BOTTLE,,,1,
ALOE VERA GEL,ALOE VERA GEL X 1,,,Supermarket,,PACK,1,,1,IMMORTAL GOD VENTURES
ALOE VERA L FACIAL SCRUB TUBE,ALOE VERA L FACIAL SCRUB TUBE,,15485,Supermarket,,TUBE,,,1,
ALOE-COD,ALOE-COD CAPS 1000MG X 30,Cod Liver Oil,14832,Pharmacy,CAPSULES,BLISTER,15,Vitamins,30,
ALOE-COD,ALOE-COD CAPS 300MG X 30,Cod Liver Oil,14833,Pharmacy,CAPSULES,BLISTER,15,Vitamins,30,
aloederm cream tube,ALOEDERM CREAM TUBE 25G,,14107,Supermarket,,TUBE,25G,,1,
ALOEMIN,ALOEMIN CAPS  X 30,,6012566,Pharmacy,CAPSULES,PACK,30,Multivitamin and amino acid preparations,30,
ALOMIDE,ALOMIDE EYE DROPS 0.1% 10ML,Lodoxamide,5967,Pharmacy,EYE DROPS,BOTTLE,5ML,,1,
ALOMIN X 30,ALOMIN X 30 CAPS ,,1007701,Pharmacy,CAPSULES,PACK,,,1,
ALOMO BITTERS 200ML,ALOMO BITTERS 200ML,,15613,Supermarket,,JAR,,,1,
ALOMO BITTERS 750ml,ALOMO BITTERS 750ML,,17103,Supermarket,,BOTTLE,,,1,
ALPENLIEBE STICK,ALPENLIEBE STICK   X 20,,,Supermarket,,PCS,1,,20,
ALPENLIEBE SWEET,ALPENLIEBE SWEET   X 80 X 1,,6012970,Supermarket,,PCS,1,,80,
ALPENLIEBE SWEET CUP,ALPENLIEBE SWEET CUP X 1,,,Supermarket,,JAR,,,1,UPPERLAND MULTISTREAM VENTURES
alpha apeti,ALPHA APETI SYR  200ML,,6012740,Pharmacy,SYRUP,BOTTLE,200ml,Antihistamines,1,
ALPHA LIPIOC ACID(SUNDOWN 600MG,ALPHA LIPIOC ACID(SUNDOWN 600MG   X 1,,14822,Pharmacy,,BOTTLE,1,,1,
ALPHA LIPOIC ACID(RADIANCE)X100,ALPHA LIPOIC ACID(RADIANCE)X100 CAPS 200MG,,15190,Pharmacy,CAPSULES,JAR,,,1,
ALPHA-APETI,ALPHA-APETI TABS  X 30,,12361,Pharmacy,TABLETS,BLISTER,10,Antihistamines,30,
ALPHABETIC,ALPHABETIC CAPS  X 30,,33674101889,Pharmacy,CAPSULES,JAR,30,Multivitamin and amino acid preparations,30,
ALPHA-CIPRO,ALPHA-CIPRO INFUSION 100ML X 1,Ciprofloxacin,1008083,Pharmacy,INFUSION,BOTTLE,1,Quinolones,1,
alphagan,ALPHAGAN EYE DROPS 5ML,,4.897E+12,Pharmacy,EYE DROPS,BOTTLE,,,1,
ALPHAGOMED B.P MONITOR,ALPHAGOMED B.P MONITOR X 1,,6012760,Pharmacy,,PACK,,,1,
ALPHAGYL,ALPHAGYL INFUSION 200MG 100ML,Metronidazole,6008772,Pharmacy,INFUSION,BOTTLE,100ML,"Antiamoebic, antiglardial and antitrichomonal drugs",1,
ALPHAMET(methyldopa),ALPHAMET(METHYLDOPA) TABS 250MG X 100,Methyldopa,6013238,Pharmacy,TABLETS,SACHET,10,,100,
alphaquine,ALPHAQUINE TABS 300MG X 100,,6010797,Pharmacy,TABLETS,BLISTER,10,,100,
